id,sentence,label

4110,"gus sits on the sofa and talks about being the world's oldest pothead , who started smoking in 1936 . 
",subjectivity

4111,"george discovers both the princess and the truth behind her strange disappearance . 
",subjectivity

4112,"immigrant worker tobias horvath gets up at 5 : 00 a . m . , washes , shaves , has some breakfast , and runs to the main square . 
",subjectivity

4113,"but when evil marauders steal their mothers&#180 ; s body in an attempt to trick their way into the island , the brothers join forces to deliver their dead mother to be buried with their father . 
",subjectivity

4114,"it is not long before the doctor realizes that his underworld patient is in love with his own sister , so he decides to take her to malaysia and get her married off . 
",subjectivity

4115,"enter four months later , when it seems reasonable to say that charlie should be feeling better . 
",subjectivity

4116,"filmed in a california maximum security prison , the series is a look into the world of street and prison gangs , which ask is there a way out for these men who have dedicated their lives to gangs . 
",subjectivity

4117,"so the hunt begins as ted delivers a first round of come-ons and invitations for his object of desire to become entangled , but nothing works . 
",subjectivity

4118,"sean bateman ( james van der beek ) is the younger brother of psychotic wall street broker patrick bateman . 
",subjectivity

4119,"yet , just beneath the surface , there is an insecurity and fear they cannot face . 
",subjectivity

4120,"finally , the purity of arvasu and nittilai's love brings salvation to the land . 
",subjectivity

4121,"hundert's challenge is to change this young man while maintaining his integrity . 
",subjectivity

4122,"we find elvis ( bruce campbell ) as an elderly resident in an east texas rest home , who switched identities with an elvis impersonator years before his "" death "" , then missed his chance to switch back . 
",subjectivity

4123,"he soon escapes and runs into a woman who has recently had a car accident and is suffering with amnesia . 
",subjectivity

4124,"blade , whistler ( yes , he's back ) and an armory expert named scud are curiously summoned by the shadow council . 
",subjectivity

4125,"it is also the story of krishna , born of indian parents in america but uncomfortable with his hyphenated existence . 
",subjectivity

4126,"a dark psychological drama , i love your work explores the pressures of fame and the difference between getting what you want and wanting what you get . 
",subjectivity

4127,"beginning with the fundamental principle that the exercise of violence against civilian populations is terror , regardless of whether the perpetrator is a well-organized band of muslim extremists , or the most powerful state in the world . 
",subjectivity

4128,"freddy krueger ( robert englund ) is desparate to kill , but he can't since the parents of elm street have been doping their kids up with dream suppressants . 
",subjectivity

4129,"a young man is struggling to get over harmful memories from his childhood , but while doing so discovers a technique that allows him to travel back in time and occupy his childhood body changing his history forever . 
",subjectivity

4130,"but when a tragedy strikes anakin's life , he begins slipping away from the light side of the force , and perhaps from the force itself . 
",subjectivity

4131,"it is a look into one of the major social issues of the 21st century , inmigration . 
",subjectivity

4132,"as its 23 horrifying days of flesheating come to an end , the creeper has embarked on its final voracious feeding frenzy in poho county . 
",subjectivity

4133,"ray finds himself feeling cursed , trapped , and miserable as a parade of "" injured "" clients constantly pressure him for their money , most of which is not deserved . 
",subjectivity

4134,"chris takes mitchell to an abandoned rooftop and threatens him and his mother . 
",subjectivity

4135,"and while bruce is getting everything he wants , he has been ignoring his girlfriend , grace and loses her . 
",subjectivity

4136,"especially when you would much rather want to be one of the cool muslim boys who wears those golden necklages and say cool stuff in arabian . 
",subjectivity

4137,"harry potter is in his second year of hogwarts school of witchcraft and wizardry . 
",subjectivity

4138,"when danny's beloved grandfather dies , does his greed overcome his love ? 
",subjectivity

4139,"for years he has been happy here , content and prolific , but now he is at odds with his work and is unable to paint . 
",subjectivity

4140,"when marisa's true identity is revealed , the two find that they are worlds apart , even though the distance separating them is just a subway ride between manhattan and the bronx . 
",subjectivity

4141,"their only common bond is the vague promise of riches at the end of their journey as they try to stay one step ahead of santiago , a violent gangster out for their blood and gaining on them all the time . 
",subjectivity

4142,"there is the one where tourists come to test their luck in the casinos and there is the one where all the losers end up . 
",subjectivity

4143,"facing death of his friends , major korenev decides to re-install law and order using some unorthodox methods that are only relevant in 21st century russia . 
",subjectivity

4144,"awara paagal deewana is an action comedy , which revolves around a dentist who accidentally gets trapped into underworld and goes in for a roller coaster ride . 
",subjectivity

4145,"tells the important , but little-known story of dismantling segregation in the polite society that was bermuda in the 1950s . 
",subjectivity

4146,"a serial killer is on the loose and kills herbert's assistant , dan cain . 
",subjectivity

4147,"ruthie &#38 ; connie demonstrates the wit and wisdom , heartache and joy of these two wonderfully funny and deeply complex women who live their private lives in public and with passion . 
",subjectivity

4148,"all social structures break down and a new world order emerges from the heart of the desert . 
",subjectivity

4149,"an ancient tablet found by famous british archaeologist professor hyde-white is believed to be a roadmap to the legendary lost temple of faramundi and its hidden treasures . 
",subjectivity

4150,"as soon as they blow yakavetta away , it is revealed that the macmanus father and sons have been hiding out deep in the glens and valleys of ireland for three years . 
",subjectivity

4151,"hitting the road in a brand-new suv , they're having the time of their lives until something funny happens on the way to the monster truck show in reno . 
",subjectivity

4152,"stiles takes red green and the other lodge members to court , forcing them to come up with $10 , 000 in damages in ten days - or else lose their beloved possum lodge . 
",subjectivity

4153,"she files for divorce , and marco makes a decision that will change all their lives . 
",subjectivity

4154,"when rodney is hired to kill a blackmailer who has dirt on a u . s . congressional candidate , it's just another dead body for a fat wad of cash . 
",subjectivity

4155,"her father invented the world panorama for use by the authorities , but was turned down . 
",subjectivity

4156,"but convincing his lifelong friend is just the beginning . 
",subjectivity

4157,"in exchange for commuted sentences , they are sent on a covert mission to cuba in order to rescue a jailed female political prisoner on the island . 
",subjectivity

4158,"a beautiful story of love , loss and unexpected reunions , unravels in one weekend . 
",subjectivity

4159,"when john klein , a washington post journalist , and his wife mary finally find the house of their dreams , they just can't believe their luck . 
",subjectivity

4160,"four friends journey down life's paths to find out whether god or society has the right to decide the good or the evil . 
",subjectivity

4161,"not knowing that the others have also been invited , they show up and discover an amusement park that affects young visitors in very strange ways . 
",subjectivity

4162,"will david or matt learn the true meaning of love ? 
",subjectivity

4163,"chapman is on trial for a murder of latin american villagers while he was in the marines . 
",subjectivity

4164,"a young couple moves into a neighborhood obsessed with the frightening silent movie history that took place 80 years before . 
",subjectivity

4165,"unwilling to pay such a price for material success , she runs away to calcutta . 
",subjectivity

4166,"two bouty hunters arrive to take prosit along to durango but prosit ascapes with jimmy and make him a lot of promises about a gold mine . 
",subjectivity

4167,"when his only friend and co-worker dies , a young man born with dwarfism moves to an abandoned train depot in rural new jersey . 
",subjectivity

4168,"but someone breaks the link before they have finished and now a demon is trapped in their world and the only way to banish it , is for all the people who summoned it to die . 
",subjectivity

4169,"including finding the anti-christ , who is now a 11-year-old boy . 
",subjectivity

4170,"april burns ( holmes ) invites her family to thanksgiving dinner at her teeny apartment on new york's lower east side . 
",subjectivity

4171,"but now , hell is coming back as that black haired , winged creature of doom that kyle described is coming back to town . 
",subjectivity

4172,"while felice eventially convinces sam that she's his long-lost and thought-to-be-dead sister , she doesn't succeed in convincing him that the fbi is after him for past crimes . 
",subjectivity

4173,"according to eric and ami's passive-aggressive mother who refuses to accept that her daughter is an adult ( jessica walters ) , that answer is "" yes "" . 
",subjectivity

4174,"tabloid journalist annika bengtzon is writing about a murder in the port of stockholm and she suspects that the yugoslav mafia is involved . 
",subjectivity

4175,"but then nora is revealed and tactics need to be changed . 
",subjectivity

4176,"this holds particularly true for blacky , a white teen who is more interested in books than sport , and his best friend , dumby , the aboriginal star of the team . 
",subjectivity

4177,"the story follows a best-selling female advice author ( zellweger ) who has all the answers until a sly journalist playboy ( mcgregor ) starts asking the questions . 
",subjectivity

4178,"winslow had abandoned the experiments long ago , however ex-patient/caretaker , "" ernst "" ( michael zelnicker ) has developed a symbiotic , telepathic relationship with the rodents , and they thrive off of each other . 
",subjectivity

4179,"however , love conquers all and . . . a close group of friends return to their hometown to face the reality of how their friendships and promises have altered and dissipated . 
",subjectivity

4180,"all kinds of animals begin immigrating to the south , seeking more warm climates . 
",subjectivity

4181,"the soviet union has collapsed and armenia is on the verge of her independence . 
",subjectivity

4182,"but throughout these years , she keeps in touch with her mother via letters to prison . 
",subjectivity

4183,"so she invites niko to finish his erotic tale over a drink at her apartment ! 
",subjectivity

4184,"danny is antagonized by undercover narcotics agents ( anthony lapaglia and doug hutchison ) and sadistic dealer pooh bear ( vincent d'onfronio ) . 
",subjectivity

4185,"only a little later , johnathan's life is already in extreme danger as well as those of his friends and teammates . 
",subjectivity

4186,"but things are not always what they may look like . 
",subjectivity

4187,"kidnapper jash uploads the video clip of anna being tortured onto the internet , which instantly becomes the talk of hong kong . 
",subjectivity

4188,"it all leads to more tragedy and the movie jumps to 12 years later . 
",subjectivity

4189,"set in malaya during the japanese occupation in the 1940s , this film tells the story of a girl , embun , who's thrown into the forefront of the struggle against the japanese when her freedom-fighter brother , bayu , and father are detained by the japanese . 
",subjectivity

4190,"shae is about to return to bed when she hears water running in the bathroom . 
",subjectivity

4191,"beneath clouds is the story of lena , the light-skinned daughter of an aboriginal mother and irish father and vaughn , a murri boy doing time in a minimum security prison in north west nsw . 
",subjectivity

4192,"the film _boogie nights_ was loosely based on his life . 
",subjectivity

4193,"when a vindictive inspector from the board of education invades their paradise , promising to shut them down , the members of this eccentric and highly dysfunctional family somehow find a way to pull together and win the day . 
",subjectivity

4194,"when a prank goes terribly wrong landing a kid in the hospital , landon is assigned to tutor a young student on the weekends and participate in the drama club's spring play . 
",subjectivity

4195,"extremes of intimacy and spectacle , tragedy and hope fuse in a tidal wave of visuals and music , giving rise to a unique , artistic experience that reflects the vision of a brave new globalized world . 
",subjectivity

4196,"his reins in the countryside around the happy forest surpassed the sporadic attacks by the evil knight . 
",subjectivity

4197,"william winslow "" ( ron perlman ) , the chief psychiatrist at brookdale . 
",subjectivity

4198,"pacino , connery , de nero , schwarzenegger - together on film - for the first time . . . 
",subjectivity

4199,"the gripping story of the dutch bettien martens , based on true facts . 
",subjectivity

4200,"the next day , cac&#225 ; is attacked by two street kids who wanted some money , and thinks pqd is somehow involved . 
",subjectivity

4201,"with a schizophrenic father , a self-absorbed , distant mother , and a shark-like young republican big brother , igby figures there must be a better life out there , and he sets out to find it . 
",subjectivity

4202,"he proposes stealing artworks from her clients and convinces her that they could be quickly fenced . 
",subjectivity

4203,"the story begins in the demilitarised zone between north and south korea with a spectacular high-speed hovercraft chase and continues via hong kong to cuba and london where bond meets up with the two ladies who are to play such important and differing roles in his quest to unmask a traitor and to prevent a war of catastrophic consequence . 
",subjectivity

4204,"dantes is imprisoned on the island prison of chateau d'lf for 13 years , where he plots revenge against those who betrayed him . 
",subjectivity

4205,"chris forces mitchell to deliver guns and drugs while he hangs out on a rooftop and freaks out all day . 
",subjectivity

4206,"a young woman ( thandie newton ) in paris is about to divorce her husband when she discovers . . . 
",subjectivity

4207,"vijay singh rajput ( amitabh bachchan ) is a quirky manager of vilasrao jefferson bank . 
",subjectivity

4208,"paul must try to prove to everyone that this time he is in love rather than in lust . 
",subjectivity

4209,"edgar gets wind inez is up to something and blows his cool , beating her and making her a prisoner in their own home . 
",subjectivity

4210,"only through tremendous will and uncanny luck did he once again rise as the kid who stays in the picture . 
",subjectivity

4211,"the pair wave farewell in the airport and yoyo returns to hong kong to further her studies , while cheung continues to write his unfinished dissertation . 
",subjectivity

4212,"the guy , named cheung , is in his thirties . 
",subjectivity

4213,"many have no physical sex lives , living instead in a world of romance with stars like james dean or audrey hepburn . 
",subjectivity

4214,"kat and shaun are both bandleaders struggling to make a name for themselves in the contemporary music industry . 
",subjectivity

4215,"after three rowdy guys get booted from their frat house , they dress up as women and pledge the "" ugly girl "" sorority , where they figure they'll blend right in . 
",subjectivity

4216,"at the shelter which offers only a two to three month respite from the streets , counselor tony perez ( jack forcinito ) tries to provide guidance to steve and his roommates mike ( demetrius navarro ) and andy ( esteban powell ) . 
",subjectivity

4217,"beary barrinson , a ten-year-old bear cub raised by humans , heads for tennessee to find his birth family . 
",subjectivity

4218,"they get away in their mini coopers , which are small enough to drive on sidewalks so they can make a clean get away before the traffic jam clears . 
",subjectivity

4219,"nothing , and no one , is as it seems , in this adaptation of graham greene's classic and prophetic story of love , betrayal , murder and the origin of the american war in southeast asia . 
",subjectivity

4220,"in "" house of 1000 corpses "" , two young couples take a misguided tour onto the back roads of america in search of a local legend known as dr . satan . 
",subjectivity

4221,"the plants are the only break in the grey monotony around her . 
",subjectivity

4222,"lisa kudrow plays the vet while lee tergensen is the frazzled husband , whose marriage is going to the dogs . 
",subjectivity

4223," "" mudbloods "" ( people of muggle families ) are "" petrified "" by an evil monster lurking in the grounds . 
",subjectivity

4224,"polish jewish woman arrives in brazil dreaming of marrying but has to become a prostitute to survive . 
",subjectivity

4225,"may is a young strange girl who had a very disturbed childhood and does not still know the meaning of true friendship or love . 
",subjectivity

4226,"an eager young englishman is dispatched to sarawak to become part of the british colonial government , encounters some unorthodox local traditions , and finds himself faced with tough decisions of the heart involving the beautiful young selima , the unwitting object of his affections . 
",subjectivity

4227,"but his yearning for expression , love and devotion stays unsatisfied . 
",subjectivity

4228,"older brothers and a brother-in-law are in his way . 
",subjectivity

4229,"he throws a book and as soon as it lands it's back where he picked it up . 
",subjectivity

4230,"in 8 minutes we go into the life of a little boy who tries to get away with not doing his task . 
",subjectivity

4231,"one day , a girl walks into his store , who looks like larry's lost love from morocco . 
",subjectivity

4232,"heart problems force boston cop pally lamarr to retire ; he's in a funk and his wife charlotte sends him packing . 
",subjectivity

4233,"tempest productions journeys to the heart of the anime subculture in search of answers . 
",subjectivity

4234,"he seems impossible to stop as when the possessed guest is killed , murray passes into the killer to continue his mission of murdering all nine of them . 
",subjectivity

4235,"they create a new day care facility called "" daddy day care "" and have kids like : the smart-mouthed-but-became-polite crispin ( shane baumel ) , the really-smart becca ( hailey noelle johnson ) , and the flash/tony ( jimmy bennett ) . 
",subjectivity

4236,"turns out lonnie earl has a thing for candy , and when evidence of this starts to surface , things really start to heat up . 
",subjectivity

4237,"lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel . 
",subjectivity

4238,"it is told through the eyes of the members of several dysfunctional "" families "" , desperate associations of lost souls bound by loyalty , fear or both . 
",subjectivity

4239,"he is intelligent and has a sense of humour . 
",subjectivity

4240,"but when she escapes a horrific car accident , she finds herself in death's path of destruction . 
",subjectivity

4241,"his dog is missing and he suspects the people at work might be behind it . 
",subjectivity

4242,"he must fend off beings that seek to gain control over the mysterious black mass . 
",subjectivity

4243,"the chase is on - the russians , whose dna code it is that mattie has in her backpack , and a group of terrorists compete to get the code from the person they all assume has it , gerry . 
",subjectivity

4244,"the film first relates the journey of afghans refugees fleeing the bombing and war around herat and other cities to take refuge in ill-equipped camps . 
",subjectivity

4245,"hakimi stops his car and sees a girl is trapped in the car . 
",subjectivity

4246,"in this action comedy feature film , 'superbob' utilizes his highflying karate mastery and investigative techniques to tackle the ruthless big yard . 
",subjectivity

4247,"this doesn't go down well with his superiors and they decide that rajput is now a liability to the bank and they sack him . 
",subjectivity

4248,"his next target is a russian immigrant named tasha , whom quinn is misled into believing is a drug courier . 
",subjectivity

4249,"learn about competitions such as k- ! , the world's most popular martial arts competition . 
",subjectivity

4250,"a hit man from the same mob is sent to kill sullivan and his family , but only kills his wife and son , peter . 
",subjectivity

4251,"recently ordained a priest , 24-year-old father amaro is sent to a small parish church in los reyes , mexico to assist the aging father benito in his daily work . 
",subjectivity

4252,"the story follows a year in the life of the hemples , a family that takes home schooling to an extreme - and has for generations . 
",subjectivity

4253,"john roper , ( bruce mathews ) a disillusioned vietnam vet and ex-drug dealer travels through the orient to get spiritual . 
",subjectivity

4254,"will god let her fall or give her a new path ? 
",subjectivity

4255,"william baldwin and jodi lyn o'keefe of 'halloween : h20' fame are both set to star in a new movie playing as brother and sister who travel to their family's ancestral mansion after their father's death . 
",subjectivity

4256,"but how shall they bring the news of failure to the grand councilwoman without being punished ? 
",subjectivity

4257,"this film tells the true story of fraudulent washington , d . c . journalist stephen glass ( christensen ) , who rose to meteoric heights as a young writer in his 20s , becoming a staff writer at "" the new republic "" for three years ( 1995-1998 ) , where 27 of his 41 published stories were either partially or completely made up . 
",subjectivity

4258,"though constantly dreaming of a romantic love , he is not bold enough to make his dreams come true . 
",subjectivity

4259,"craig and day day have finally moved out of their parents houses and into their own crib . 
",subjectivity

4260,"her dream fades away - until she discovers that the money was hidden in the heel . 
",subjectivity

4261,"together they build the spectacular fire organ that inspires awe and wonder . 
",subjectivity

4262,"there follow three months of exhausting interrogation and isolation . 
",subjectivity

4263,"when the mercenaries catch up , sam , jake and the rest of their entourage find themselves in the clutches of the blood thirsty gallo . 
",subjectivity

4264,"just like any other elevator in any old building . 
",subjectivity

4265,"hired to take mr . brown to a rendezvous with the devil ( gary oldman ) , the driver soon finds himself entangled in fiendish plans . 
",subjectivity

4266,"mystery inc . ( daphne , fred , velma , shaggy , and scooby doo ) has broken up ; on the grounds of who has been solving their cases . 
",subjectivity

4267,"adapted from a monologue in his "" blue jam "" radio series , chris morris' first short film is a haunting black comedy about a man who no longer uses his name because he's decided he's ceased to deserve one , and a dog called rothko who says he is the man's lawyer . 
",subjectivity

4268,"an epic journey across an unforgiving landscape that will test their very will to survive . 
",subjectivity

4269,"the elders wonder what on earth they have gotten themselves into but before the day is out their view of the old man and themselves changes . 
",subjectivity

4270,"in the course of the investigation , he discovers that his own unresolved pain and failures as a father have deeply influenced joey's life , and now his 18-month-old grandson may be fated to follow their self-destructive paths . 
",subjectivity

4271,"welcoming the challenge , roger guides nick through the city's wild nightlife for an all-night crash course , only to realize that he--the adult--still has something to learn about what women , and men , really want . 
",subjectivity

4272,"jonathan ecks ( antonio banderas ) , an fbi agent , realizes that he must join with his lifelong enemy , agent sever ( lucy liu ) , a rogue dia agent with whom he is in mortal combat , in order to defeat a common enemy . 
",subjectivity

4273,"realizing that in this love-induced haze , he's been tricked into turning his life upside-down , ted breaks it off with heather to again pursue his destiny as "" bachelorman . "" 
",subjectivity

4274,"after his friend , a hot young artist , is killed , a resourceful american man living in london covers up the crime and tries to keep the friend's name alive in order to exploit his legacy and reap millions in the process . 
",subjectivity

4275,"chicago's newspapers love the nitty-gritty and velma is at the top of the headlines . 
",subjectivity

4276,"after confining herself in her home for two months , to rehabilitate , physically and mentally , she is persuaded by friends and family to get out of her inner prison and face the world . 
",subjectivity

4277,"it is the first time ever that he leaves the desolate village in the balkan mountains . 
",subjectivity

4278,"three teenagers hit a homeless girl with their car , scared , they drive away , leaving the girl to die on the streets . 
",subjectivity

4279,"the ringwraiths return in an even more frightening form . 
",subjectivity

4280,"this eruption of bloody violence becomes the catalyst for the unleashing of dark forces with terrifying results . 
",subjectivity

4281,"'insignificant other' , a hitchcockian version of sex and the city , follows the intersecting lives of two couples having extramarital affairs , who live lives of paranoia , wondering if their significant other has found out . 
",subjectivity

4282,"at the end of the second world war , 38 year-old career soldier gian singh resigns his commission with the british indian army and returns to his childhood village , near the border with pakistan . 
",subjectivity

4283,"the two meet after years of separation when clara returns to the barrio to visit her father , roman ( ricky davao ) . 
",subjectivity

4284,"edgar , duncan's sixty year old , distant father , doesn't understand the strange manifestations of his son's mourning . 
",subjectivity

4285,"the police investigation that followed - led by detectives sam nico ( ted levine ) , louis cruz ( frankie g . ) and mike peters ( m . c . 
",subjectivity

4286,"the group of best friends from their days back at east great falls high reunite for the next great sexual adventure in their lives . . . 
",subjectivity

4287,"and that's the trick-it's a gay cruise-liner for gay men to make out . 
",subjectivity

4288," "" issaquena "" chronicles the decay of a wealthy mississippi delta family in the 1930's . 
",subjectivity

4289,"the accident leaves matt blind but also gives him a heightened "" radar sense "" that allows him to "" see "" far better than any man . 
",subjectivity

4290,"in keeping with the holiday spirit , the judge gives davey one last chance at redemption-spend the holiday performing community service as the assistant referee for the youth basketball league or go to jail . 
",subjectivity

4291,"but the break turns into a nightmare when sanjana starts hearing screams . 
",subjectivity

4292,"the paid-off local police and school security guards were supposed to make sure the school was empty after hours . 
",subjectivity

4293,"shae powell , a successful single mom , wakes up rattled from a horrible dream . 
",subjectivity

4294,"despite their many differences , they form a loving , long term relationship . 
",subjectivity

4295,"in the latino neighborhood of new york city's washington heights , two sons of immigrants one dominican , one irish wrestle with ambition and identity , only to discover that sometimes pursuing one's dreams comes at a heavy cost . 
",subjectivity

4296,"this is the story of some of those who left . 
",subjectivity

4297,"they will live without thinking in the consequences , getting into a world where they won't be able to escape . 
",subjectivity

4298,"mckay's camera follows him from his detailed make-up at home , into a waiting yellow cab and down to a chelsea nightclub dressing room for finishing dressing and wig before he goes on to win over a standing room only audience . 
",subjectivity

4299,"igby slocumb , a rebellious and sarcastic seventeen year-old boy , is at war with the oppressive world of his east coast "" old money "" family . 
",subjectivity

4300,"after this unusual , tragic experience , paul begins to realize that he has just lost his mom . 
",subjectivity

4301,"as smoochy catapults to fame - scoring hit ratings and the affections of a jaded network executive randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as america's sweetheart . 
",subjectivity

4302,"aussie adventurer steve irwin aka the crocodile hunter has avoided the death-roll and nabbed another feisty croc , hoping to save it from poachers . 
",subjectivity

4303,"when jonathan jordan gets divorced he's thrust back into the world of being a single mormon - a world who's ultimate goal is eternal marriage . 
",subjectivity

4304,"after finding the plane and its crew torn to shreds , the group tries to piece together clues about what could be responsible for the carnage . 
",subjectivity

4305,"in unit 16b at platypus rise flats , two hard and damaged women living on a diet of soapies , sarcasm and frustration are about to reach breaking point . 
",subjectivity

4306,"the sensuous-poetic film is an appeal to dream and a hommage to the great actor klaus kinski . 
",subjectivity

4307,"in a surrealistic approach typical of the director , a clumsy cat and an intelligent monkey are also present in the film . 
",subjectivity

4308,"stryker puts into motion a plan to eradicate the mutants and begins an offensive on the x-men mansion and school . 
",subjectivity

4309,"the story of the couple is told to a woman in a nursing home ( rowlands ) by an old man who regularly visits to read her the story from a notebook . 
",subjectivity

4310,"ancanar is on a constant search for what no one knew . 
",subjectivity

4311," "" sumo east and west "" takes us into this world through the story of wayne vierra of hawaii , aka kamakiiwa , a former professional sumo wrestler in japan whose pro career was cut short by injury , but who rebounded to become a champion in the growing world of amateur sumo . 
",subjectivity

4312,"it's been 10 years since the events of the second film . 
",subjectivity

4313,"comedic high jinks ensue as the two go on the lam and start to fall in love . 
",subjectivity

4314,"sam marks his last day in the battleground of public education by getting saddled with the detention class after hours , playing warden to a pack of rebellious students , the worst troublemakers in school . 
",subjectivity

4315,"god appears in human form ( freeman ) and , endowing bruce with divine powers , challenges bruce to take on the big job to see if he can do it any better . 
",subjectivity

4316,"dr . siddharth sinha ( amitabh bachchan ) , a philanthropist and a dedicated surgeon who has devoted his life to build a state-of-the-art hospital to treat the underprivileged patients . 
",subjectivity

4317,"after steve's job opportunity in san francisco falls through , he comes up with a plan . 
",subjectivity

4318,"a british television personality , terry twillstein ( bob odenkirk ) , gets sight of ronnie and brings ronnie to hollywood to get him his own tv show . 
",subjectivity

4319,"as they work the case , veteran detective eldon perry , known for his tough street tactics and fiery temper , tutors sis rookie bobby keough in the grim realities of police intimidation and corruption . 
",subjectivity

4320,"born and raised in the city , sang-woo quickly comes into conflict with his old-fashioned grandmother and his new rural surroundings . 
",subjectivity

4321,"it's jenny's wedding day - not a good day to realize you're not in love with the groom ! 
",subjectivity

4322,"ted can't turn the ladies heads like he used to - none of the scams work . 
",subjectivity

4323,"lynn tells sue she wants to stop their criminal life and get married ^&#214 ; she won't accept chow nunn's order for the second killing . 
",subjectivity

4324,"standard story of a biker gang taking over a town is not saved by the presence of lou diamond phillips as the head biker or sean patrcik flanery as the avenging townsperson who takes on the gangs with the help of an old codger ( robert forster ) . 
",subjectivity

4325,"along comes sonja , who wants to know how the horny tale he's now working on will end . 
",subjectivity

4326,"daphne then must struggle with a snobby half-sister and with following the social obligations expected of her while maintaining her own identity . 
",subjectivity

4327," "" a sound of thunder "" is about a game hunter ( burns ) who goes on a time-traveling safari owned and operated by kingsley's character to hunt dinosaurs in the prehistoric era . 
",subjectivity

4328,"she finds out that the truth about both her parents is very revealing , shocking at times , but comes to terms with her past . 
",subjectivity

4329,"mostly centered on indianapolis , this film puts this problem ( which many assume to be an urban phenomenon ) firmly in the heartland of the usa . 
",subjectivity

4330,"the girls plan to take on the dons instead of buckling under their threats . 
",subjectivity

4331,"billy is now ready to play the ultimate showman ! 
",subjectivity

4332,"five hundred years before columbus ( 996 a . d . ) , a young norwegian viking with the heart of a lion and the soul of a poet discovers america while on a quest to bring his loved one to 'the top of the world' . 
",subjectivity

4333,"arthur herk , a corrupt business owner , wants to get his hands on the case . 
",subjectivity

4334,"she trails the couch through a quirky landscape populated by hasidim in brooklyn , holocaust survivors and ex-communists in hungary , and , finally , the next generation of formerly-hasidic jews on the margins of their communities in new york and israel . 
",subjectivity

4335,"suddenly , patricia becomes suspicious that this arrogant man can't be her beloved husband . 
",subjectivity

4336,"overwhelmed and excited about the big studio adventure ahead of him , alex moves into an apartment with two other up-n'-comings . 
",subjectivity

4337,"resort to an all-night crime spree that nets them a ten thousand dollar reward for their own crimes , thanks to a bizarre twist of fate . 
",subjectivity

4338,"but things go very wrong when he tries this scheme on the jennings family , in part because their daughter abby is asthmatic , and in part because the jennings' find out more than hickley wants them to know . 
",subjectivity

4339,"he was married to former adult star <a href= "" /name ? holmes , %20laurie "" >laurie 
",subjectivity

4340,"once he leaves his chinese prison cell robert would rather enjoy his freedom back in the u . s . and keep his past behind him , but the tong catches up to him and threatens not only his life but that of his wife . 
",subjectivity

4341,"the film stars jim caviezel as dantes , a sailor who is falsely accused of treason by his best friend fernand ( guy pearce ) , who wants dantes' girlfriend mercedes ( dagmara dominczyk ) for himself . 
",subjectivity

4342,"a bounty hunter is on the trail of a conman who skipped bail . 
",subjectivity

4343,"her maid of honor says she's got to call off the wedding , but that proves much more difficult than expected . 
",subjectivity

4344,"fly along with skilled helicopter crews as they carry out sea and mountain rescues , apprehend drug smugglers , repair high voltage lines , save endangered animals , deliver humanitarian aid , and undertake a reconnaissance mission . 
",subjectivity

4345,"lando , after knowing the situation , attempted to kill roman . 
",subjectivity

4346,"but coney island's finest its hot dog lady , rollercoaster operator , cotton candy vendor and performing freak have their own way of doing things . 
",subjectivity

4347,"unlike cinderella though , ella must depend on herself and her intelligence to get her through her troubles and find lucinda in order for her "" curse "" to be broken ! 
",subjectivity

4348,"after running circles , dave , trudy , and jolynn find with the light of a new day the lives they been meaning to live . 
",subjectivity

4349,"soon , she begins to receive strange phone calls from jennifer , her dead best friend , who has supposedly come back from the dead to avenge her death . 
",subjectivity

4350,"in the process , he comes to understand that if he is to make it as a comic artist , he must engage with the community he comes from , take that experience back out into the world , and put it in his work . 
",subjectivity

4351,"occupied france 1944 : in the castle , their local headquarters , the german officers decide to organize a party . 
",subjectivity

4352,"everyone around graham has their reasons why he should or shouldn't fully recover . . . 
",subjectivity

4353,"what if your most controversial act turned out to be the most traditional thing in the world ? 
",subjectivity

4354,"crime can most certainly pay , if you "" know wot i mean ? "" 
",subjectivity

4355,"at sciltre , nothing that is served up is what it seems and sometimes what you get isn't what you really want . 
",subjectivity

4356,"however , this task is going to be more difficult than he could ever have imagined . 
",subjectivity

4357,"sean , an all go no quit , military driven high school student recieves a video tape of a brutal murder . 
",subjectivity

4358,"as asked in the first movie , what sort of people name their son gay m . focker ? 
",subjectivity

4359,"petra and karl must work together in order to thwart petrov , a cold-blooded gangster , who will kill anyone who gets in his way . 
",subjectivity

4360,"after a wild session of lovemaking , dawn goes for a walk . 
",subjectivity

4361,"as they sort out clues - it's a slight person , perhaps a woman , who walks with a leg brace and rides the bus - they also find a mutual attraction . 
",subjectivity

4362,"he then begins his official duties as development chief of mepe by assessing the needs of the schools and hospitals . 
",subjectivity

